Section,Brand,Gender,UK Size,EU Size,US Size,Label/Type,Bust (cm),Bust (in),Waist (cm),Waist (in),Hips (cm),Hips (in),Inside Leg (cm),Inside Leg (in),Notes,Source URL,Authenticity,Source Note
WOMEN,Pull & Bear – Women (Long),Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Pull+&+Bear+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Pull & Bear – Women (Long),Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Pull+&+Bear+–+Women+(Long)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.riverisland.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,River Island,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.riverisland.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,River Island,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.riverisland.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,River Island,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.riverisland.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,River Island,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.riverisland.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,River Island,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.riverisland.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,River Island,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.riverisland.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,River Island,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.riverisland.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,River Island,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.riverisland.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
MEN,River Island – Big & Tall (Men),Men,W28,71 cm,W28,Jeans/Trousers,,,71.1,28.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=River+Island+–+Big+&+Tall+(Men)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,River Island – Big & Tall (Men),Men,W30,76 cm,W30,Jeans/Trousers,,,76.2,30.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=River+Island+–+Big+&+Tall+(Men)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,River Island – Big & Tall (Men),Men,W32,81 cm,W32,Jeans/Trousers,,,81.3,32.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=River+Island+–+Big+&+Tall+(Men)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,River Island – Big & Tall (Men),Men,W34,86 cm,W34,Jeans/Trousers,,,86.4,34.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=River+Island+–+Big+&+Tall+(Men)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,River Island – Big & Tall (Men),Men,W36,91 cm,W36,Jeans/Trousers,,,91.4,36.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=River+Island+–+Big+&+Tall+(Men)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,River Island – Big & Tall (Men),Men,W38,97 cm,W38,Jeans/Trousers,,,96.5,38.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=River+Island+–+Big+&+Tall+(Men)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,River Island – Big & Tall (Men),Men,W40,102 cm,W40,Jeans/Trousers,,,101.6,40.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=River+Island+–+Big+&+Tall+(Men)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island – Tall (Women),Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=River+Island+–+Tall+(Women)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island – Tall (Women),Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=River+Island+–+Tall+(Women)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island – Tall (Women),Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=River+Island+–+Tall+(Women)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island – Tall (Women),Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=River+Island+–+Tall+(Women)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island – Tall (Women),Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=River+Island+–+Tall+(Women)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island – Tall (Women),Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=River+Island+–+Tall+(Women)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island – Tall (Women),Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=River+Island+–+Tall+(Women)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island – Tall (Women),Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=River+Island+–+Tall+(Women)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,River Island – Tall (Women),Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=River+Island+–+Tall+(Women)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,SHEIN – Women (Tall),Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=SHEIN+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,SHEIN – Women (Tall),Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=SHEIN+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,SHEIN – Women (Tall),Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=SHEIN+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,SHEIN – Women (Tall),Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=SHEIN+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,SHEIN – Women (Tall),Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=SHEIN+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,SHEIN – Women (Tall),Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=SHEIN+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,SHEIN – Women (Tall),Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=SHEIN+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,SHEIN – Women (Tall),Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=SHEIN+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,SHEIN – Women (Tall),Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=SHEIN+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Seasalt Cornwall,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.seasaltcornwall.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Seasalt Cornwall,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.seasaltcornwall.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Seasalt Cornwall,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.seasaltcornwall.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Seasalt Cornwall,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.seasaltcornwall.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Seasalt Cornwall,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.seasaltcornwall.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Seasalt Cornwall,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.seasaltcornwall.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Seasalt Cornwall,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.seasaltcornwall.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Seasalt Cornwall,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.seasaltcornwall.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Seasalt Cornwall,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.seasaltcornwall.com/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Seasalt Cornwall – Women,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Seasalt+Cornwall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Seasalt Cornwall – Women,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Seasalt+Cornwall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Seasalt Cornwall – Women,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Seasalt+Cornwall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Seasalt Cornwall – Women,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Seasalt+Cornwall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Seasalt Cornwall – Women,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Seasalt+Cornwall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Seasalt Cornwall – Women,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Seasalt+Cornwall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Seasalt Cornwall – Women,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Seasalt+Cornwall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Seasalt Cornwall – Women,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Seasalt+Cornwall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Seasalt Cornwall – Women,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Seasalt+Cornwall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Simply Be – Women,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Simply+Be+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Simply Be – Women,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Simply+Be+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Simply Be – Women,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Simply+Be+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Simply Be – Women,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Simply+Be+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Simply Be – Women,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Simply+Be+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Simply Be – Women,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Simply+Be+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Simply Be – Women,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Simply+Be+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Simply Be – Women,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Simply+Be+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Simply Be – Women,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Simply+Be+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Stradivarius,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.stradivarius.com/gb/en/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Stradivarius,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.stradivarius.com/gb/en/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Stradivarius,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.stradivarius.com/gb/en/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Stradivarius,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.stradivarius.com/gb/en/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Stradivarius,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.stradivarius.com/gb/en/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Stradivarius,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.stradivarius.com/gb/en/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Stradivarius,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.stradivarius.com/gb/en/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Stradivarius,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.stradivarius.com/gb/en/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
